หมายเลขบ่อน้ำบาดาล,ปีงบประมาณ,โครงการ,สถานะที่เจาะ,หมู่ที่,ชื่อหมู่บ้าน,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,ประเภทบ่อน้ำบาดาล,สถานะบ่อน้ำบาดาล,สภาพน้ำบาดาล,เครื่องสูบ,วันที่เริ่มเจาะ,วันที่สิ้นสุดการเจาะ,Depth,D.Depth,Q,DD,SWL,ขนาดบ่อน้ำ,แรงม้า,ลงท่อดูด,วันที่ติดตั้งระบบปะปา,UTM_DATUM,ZoneNumber,ZoneDesignators,พิกัดออกตก,พิกัดเหนือใต้,LATITUDE,LONGITUDE,สถานะข้อมูล
TD123,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านหนองปลาไหล,9,เนินสุขสำรอง,ทุ่งควายกิน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,1/11/2538 0:00:00,4/11/2538 0:00:00,44.00,27.00,1.50,12.60,5.40,100,,12.00,,WGS84,47,P,793297,1420190,12.8328663,101.70195345,อนุมัติ
TD124,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านท่ากรวด,6,หนองกะพ้อ,ทุ่งควายกิน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,5/11/2538 0:00:00,8/11/2538 0:00:00,33.00,33.00,1.50,19.20,1.80,100,,12.00,,WGS84,47,P,792964,1416062,12.7956106,101.69849091,อนุมัติ
TD126,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนชำนาญสามัคคีวิทยา,8,สามแยก,คลองปูน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),13/11/2538 0:00:00,17/11/2538 0:00:00,80.00,26.00,6.80,4.50,6.00,150,2.00,15.00,,WGS84,47,P,796706,1413504,12.77215033,101.73268241,อนุมัติ
TD127,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเนินสมบูรณ์,2,เนินสมบูรณ์,คลองปูน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),18/11/2538 0:00:00,22/11/2538 0:00:00,60.00,60.00,9.00,2.40,5.40,100,1.00,15.00,1996-01-01,WGS84,47,P,798705,1414521,12.7811451,101.75117792,อนุมัติ
TD13,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านวัดไร่,08,ละหารไข่,หนองละลอก,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,1/5/2537 0:00:00,5/5/2537 0:00:00,48.00,48.00,1.59,37.50,6.00,,,18.00,,WGS84,47,P,749586,1422075,12.85372938,101.29967573,อนุมัติ
TD130,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเขาช่องพริ้ง,09,เขาบ่อแป้ง,ชำฆ้อ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,1/12/2538 0:00:00,4/12/2538 0:00:00,92.00,92.00,1.50,48.00,6.00,100,,18.00,,WGS84,47,P,792047,1426437,12.88941219,101.69104861,อนุมัติ
TD131,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านหนองปลาไหล,8,หนองปลาไหล,ชำฆ้อ,เขาชะเมา,ระยอง,,ใช้การได้,น้ำแห้ง,,5/12/2538 0:00:00,6/12/2538 0:00:00,122.00,0.00,0.00,0.00,0.00,,,,,WGS84,47,P,789167,1427908,12.90297108,101.66467202,อนุมัติ
TD132,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านโปร่งสะท้อน,6,โป่งสะท้อน,ชำฆ้อ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),9/12/2538 0:00:00,12/12/2538 0:00:00,68.00,68.00,9.00,4.50,3.00,150,2.00,9.00,2000-01-01,WGS84,47,P,785230,1430590,12.92756521,101.62867309,อนุมัติ
TD133,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,สำนักสงฆ์เขาหินแท่น,10,เขาหินแท่น,วังหว้า,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),13/12/2538 0:00:00,17/12/2538 0:00:00,56.00,53.00,6.00,3.00,3.00,100,2.00,12.00,1996-01-01,WGS84,47,P,773436,1419694,12.83020242,101.51907138,อนุมัติ
TD134,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดเนินเขาดิน,6,เขาดิน,วังหว้า,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),18/12/2538 0:00:00,22/12/2538 0:00:00,62.00,57.00,6.00,5.00,3.00,100,2.00,15.00,1996-01-01,WGS84,47,P,776343,1418034,12.81494829,101.54568327,อนุมัติ
TD135,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านหนองอ่างทอง,4,อ่างทอง,ชากโดน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,23/12/2538 0:00:00,26/12/2538 0:00:00,68.00,68.00,9.00,10.00,3.00,150,,18.00,,WGS84,47,P,781948,1406422,12.70954646,101.59620912,อนุมัติ
TD136,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านชากโดน,5,ชากโดน,ชากโดน,แกลง,ระยอง,,ใช้การได้,น้ำจืด,,27/12/2538 0:00:00,30/12/2538 0:00:00,66.00,66.00,9.00,3.00,9.00,150,,18.00,1996-01-01,WGS84,47,P,785852,1404752,12.69410656,101.6319758,อนุมัติ
TD137,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนวัดสมอโพรง,01,สมอโพรง,ชากพง,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),3/1/2539 0:00:00,5/1/2539 0:00:00,21.00,21.00,3.00,1.00,4.00,100,2.00,9.00,,WGS84,47,P,780581,1403946,12.68730197,101.58340468,อนุมัติ
TD138,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนบ้านมาบเหลาชะโอน,05,เหลาชะโอน,ชากพง,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),6/1/2539 0:00:00,9/1/2539 0:00:00,98.00,90.00,2.00,30.00,3.00,100,2.00,36.00,,WGS84,47,P,774963,1399104,12.64405693,101.53128184,อนุมัติ
TD14,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ชุมชนบ้านหินกอง,11,สามเนิน,หนองบัว,บ้านค่าย,ระยอง,,ใช้การได้,น้ำจืด,,6/5/2537 0:00:00,9/5/2537 0:00:00,18.00,18.00,1.14,14.10,0.90,,,15.00,,WGS84,47,P,754846,1424501,12.87521965,101.34831679,อนุมัติ
TD140,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเต้าปูนหาย,4,เต้าปูนหาย,สองสลึง,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),14/1/2539 0:00:00,17/1/2539 0:00:00,87.00,87.00,10.00,15.00,3.00,150,2.00,9.00,1999-01-01,WGS84,47,P,773960,1415212,12.78966563,101.52349231,อนุมัติ
TD141,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเนินไม้หอม,10,เนินไม้หอม,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,18/1/2539 0:00:00,21/1/2539 0:00:00,69.00,36.00,1.50,28.50,3.00,150,,12.00,,WGS84,47,P,785853,1424035,12.86829489,101.63379053,อนุมัติ
TD142,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านศรีประชา,1,ศรีประชา,ชำฆ้อ,เขาชะเมา,ระยอง,,ใช้การได้,น้ำแห้ง,,22/1/2539 0:00:00,24/1/2539 0:00:00,80.00,0.00,0.00,0.00,0.00,,,,,WGS84,47,P,786192,1425872,12.88485743,101.63708528,อนุมัติ
TD143,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านชำฆ้อ,3,ชำฆ้อ,ชำฆ้อ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),25/1/2539 0:00:00,27/1/2539 0:00:00,38.00,38.00,9.00,4.50,9.00,150,1.00,18.00,,WGS84,47,P,789950,1430535,12.92662686,101.67213417,อนุมัติ
TD144,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเนินสมบูรณ์,07,สี่แยกสมบูรณ์,ชำฆ้อ,เขาชะเมา,ระยอง,,ใช้การได้,น้ำจืด,,28/1/2539 0:00:00,31/1/2539 0:00:00,50.00,50.00,9.00,9.00,6.00,150,,9.00,,WGS84,47,P,782202,1438361,12.99804298,101.60151689,อนุมัติ
TD145,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเขาช่องลม,4,เขาช่องลม,ชำฆ้อ,เขาชะเมา,ระยอง,,ใช้การได้,น้ำแห้ง,,1/2/2539 0:00:00,3/2/2539 0:00:00,74.00,0.00,0.00,0.00,0.00,,,,,WGS84,47,P,785353,1436817,12.98380331,101.63039647,อนุมัติ
TD147,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดเขาถ้ำโบสถ์,2,มะเดื่อ,เขาน้อย,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),8/2/2539 0:00:00,11/2/2539 0:00:00,80.00,80.00,3.00,12.00,3.00,150,,21.00,1999-01-01,WGS84,47,P,785720,1442792,13.03774183,101.63434708,อนุมัติ
TD150,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านคลองยาง,4,คลองยาง,เขาน้อย,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),19/2/2539 0:00:00,22/2/2539 0:00:00,36.00,33.00,5.00,9.00,3.00,100,2.00,15.00,,WGS84,47,P,782252,1453463,13.04412637,101.60245881,อนุมัติ
TD151,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเขาจันทร์,7,เขาจันทร์,ห้วยทับมอญ,เขาชะเมา,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),23/2/2539 0:00:00,25/2/2539 0:00:00,63.00,63.00,7.00,7.50,3.00,150,1.50,15.00,2000-01-01,WGS84,47,P,793840,1439368,13.00604231,101.70881929,อนุมัติ
TD16,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านโขดกลาง,8,โขดกลาง,บางบุตร,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,15/5/2537 0:00:00,18/5/2537 0:00:00,18.00,18.00,1.59,6.90,5.10,,,12.00,,WGS84,47,P,755090,1421352,12.84674778,101.35029889,อนุมัติ
TD169,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเกาะ,1,ไผ่,หนองตะพาน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),1/5/2539 0:00:00,4/5/2539 0:00:00,42.00,42.00,9.00,1.00,3.00,150,1.00,9.00,1997-01-01,WGS84,47,P,747769,1409377,12.73914097,101.28191129,อนุมัติ
TD170,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านซากไผ่,8,โขดกลาง,บางบุตร,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,5/5/2539 0:00:00,8/5/2539 0:00:00,61.50,61.50,1.00,51.00,6.00,150,,15.00,,WGS84,47,P,753199,1420156,12.83609692,101.33278645,อนุมัติ
TD171,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านกะตด,1,ชากมะหาด,บางบุตร,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,9/5/2539 0:00:00,12/5/2539 0:00:00,67.50,67.50,1.00,52.00,6.00,150,,18.00,,WGS84,47,P,753089,1420010,12.83478676,101.33176142,อนุมัติ
TD172,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านชากเล็ก,12,คลองกระท้อน,บางบุตร,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),13/5/2539 0:00:00,16/5/2539 0:00:00,67.50,67.50,3.00,24.00,5.00,150,,30.00,2000-01-01,WGS84,47,P,758226,1419750,12.83201357,101.37903915,อนุมัติ
TD173,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านห้วยยาง,11,ห้วยยาง,บางบุตร,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,17/5/2539 0:00:00,20/5/2539 0:00:00,67.50,67.50,1.50,47.00,3.00,150,,18.00,,WGS84,47,P,758546,1420652,12.84013642,101.38206228,อนุมัติ
TD174,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนนิคมสร้างตนเอง,01,เขามะพูดซอย 12,พนานิคม,นิคมพัฒนา,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),21/5/2539 0:00:00,24/5/2539 0:00:00,73.50,73.50,5.00,24.00,9.00,150,1.50,39.00,,WGS84,47,P,728641,1425583,12.88704991,101.10705012,อนุมัติ
TD176,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านป่ายุบใน (จุดที่ 1),5,คลองหวายโสม,ป่ายุบใน,วังจันทร์,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,28/5/2539 0:00:00,31/5/2539 0:00:00,72.00,72.00,1.50,46.00,5.00,150,,15.00,,WGS84,47,P,767241,1440033,13.01449298,101.46383842,อนุมัติ
TD177,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านยุบใน (จุดที่ 2),5,คลองหวายโสม,ป่ายุบใน,วังจันทร์,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,1/6/2539 0:00:00,4/6/2539 0:00:00,79.50,79.50,1.00,45.00,6.00,150,,30.00,,WGS84,47,P,766639,1436704,12.98447029,101.45799569,อนุมัติ
TD178,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนชุมชนบ้านทับมา,4,ทับมา,ทับมา,เมืองระยอง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,5/6/2539 0:00:00,8/6/2539 0:00:00,33.00,33.00,1.50,23.00,7.00,150,,21.00,,WGS84,47,P,743184,1405533,12.70476742,101.23940238,อนุมัติ
TD179,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านขนาบ,01,ขนาม,ทับมา,เมืองระยอง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบเทอร์ไบน์,9/6/2539 0:00:00,11/6/2539 0:00:00,27.00,27.00,2.00,13.00,5.00,150,2.00,15.00,,WGS84,47,P,744611,1403166,,,อนุมัติ
TD18,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านชากกอไผ่,1,ชากกอไผ่,ชากบก,บ้านค่าย,ระยอง,,ใช้การได้,น้ำจืด,สูบมือโยก,23/5/2537 0:00:00,27/5/2537 0:00:00,30.00,30.00,4.55,12.00,3.00,,,9.00,,WGS84,47,P,752794,1411734,12.76003435,101.32835878,อนุมัติ
TD181,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ศูนย์การศึกษาการพัฒนาปลวกแดง,6,พัฒนาผัง 2,แม่น้ำคู้,ปลวกแดง,ระยอง,,ใช้การได้,น้ำจืด,,16/6/2539 0:00:00,19/6/2539 0:00:00,91.50,91.50,7.00,30.00,9.00,150,,12.00,,WGS84,47,P,741352,1425944,12.8893432,101.22415715,อนุมัติ
TD184,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนคลองป่าไม้,6,คลองป่าไม้,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),27/6/2539 0:00:00,30/6/2539 0:00:00,79.50,79.50,5.00,23.00,8.00,150,1.00,36.00,,WGS84,47,P,782595,1431675,12.93760977,101.60450846,อนุมัติ
TD185,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเขาผักกรูด,7,เขาผักกูด,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),1/7/2539 0:00:00,4/7/2539 0:00:00,67.50,67.50,7.00,6.00,6.00,150,2.00,18.00,,WGS84,47,P,780391,1432618,12.94633035,101.58429792,อนุมัติ
TD20,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านหนองหว้า,6,หนองหว้า,ชากบก,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,1/6/2537 0:00:00,5/6/2537 0:00:00,36.00,36.00,1.59,24.00,6.00,,,15.00,,WGS84,47,P,755583,1416215,12.80029349,101.35440685,อนุมัติ
TD207,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านเขากฤษณา (จุดที่ 2),8,สามแยก,คลองปูน,แกลง,ระยอง,,ใช้การได้,น้ำจืด,สูบมือโยก,23/9/2539 0:00:00,25/9/2539 0:00:00,79.50,79.50,1.00,51.00,6.00,150,,18.00,,WGS84,47,P,796676,1412663,12.76455683,101.73232469,อนุมัติ
TD21,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,เกษตรกรรมมาบตารอด,07,ตารอด,ชากบก,บ้านค่าย,ระยอง,,ใช้การได้,น้ำแห้ง,,6/6/2537 0:00:00,10/6/2537 0:00:00,60.00,0.00,0.00,0.00,0.00,,,,,WGS84,47,P,756630,1414460,12.78435051,101.36389826,อนุมัติ
TD22,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนบ้านบึงต้นชัน,4,บึงต้นชัน,ชากบก,บ้านค่าย,ระยอง,,ใช้การได้,น้ำแห้ง,,11/6/2537 0:00:00,14/6/2537 0:00:00,30.00,0.00,0.00,0.00,0.00,,,,,WGS84,47,P,757698,1413209,12.77295931,101.37362443,อนุมัติ
TD23,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,สถานีอนามัยบ้านสันตะบัน,4,ตรอกสัตบัน,หนองละลอก,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,15/6/2537 0:00:00,18/6/2537 0:00:00,30.00,30.00,1.59,18.30,6.60,,,15.00,,WGS84,47,P,747338,1414031,12.78122727,101.2783205,อนุมัติ
TD237,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดบ้านเพ,1,ในไร่,เพ,เมืองระยอง,ระยอง,,ใช้การได้,น้ำแห้ง,,21/1/2540 0:00:00,23/1/2540 0:00:00,145.50,,,,,,,,,WGS84,47,P,763224,1394357,12.60217295,101.42287935,อนุมัติ
TD25,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้าน กม.8,02,เกาะ,หนองตะพาน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),23/6/2537 0:00:00,26/6/2537 0:00:00,30.00,30.00,6.82,2.40,5.10,,1.50,12.00,1996-01-01,WGS84,47,P,748346,1410696,12.75101312,101.28732938,อนุมัติ
TD252,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดบ้านเพ,1,ในไร่,เพ,เมืองระยอง,ระยอง,,ใช้การได้,น้ำแห้ง,,16/3/2540 0:00:00,18/3/2540 0:00:00,150.00,,,,,,,,,WGS84,47,P,763229,1394380,12.60238033,101.4229273,อนุมัติ
TD256,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านสุขไพรวัน(ซอยไร่อ้อย),4,หนองเสม็ดแดง,กองดิน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบเทอร์ไบน์,1/4/2540 0:00:00,4/4/2540 0:00:00,36.00,36.00,8.00,1.00,4.00,,1.00,12.00,,WGS84,47,P,803912,1416756,12.8008273,101.79931896,อนุมัติ
TD258,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดคลองปูน,3,คลองปูน,คลองปูน,แกลง,ระยอง,,ใช้การได้,น้ำแห้ง,,9/4/2540 0:00:00,11/4/2540 0:00:00,90.00,,,,,,,,,WGS84,47,P,796516,1410759,12.74737409,101.73066778,อนุมัติ
TD259,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านซับสีเสียด,7,ชุมนุมสูง,ทุ่งควายกิน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),12/4/2540 0:00:00,15/4/2540 0:00:00,60.00,60.00,10.00,0.00,10.00,,2.00,15.00,,WGS84,47,P,799818,1420156,12.83193495,101.76197523,อนุมัติ
TD26,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านนามะตูม,02,เกาะ,หนองตะพาน,บ้านค่าย,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,27/6/2537 0:00:00,30/6/2537 0:00:00,30.00,30.00,3.41,12.00,3.00,,,18.00,,WGS84,47,P,747703,1410114,12.74580551,101.28136339,อนุมัติ
TD260,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนชำสมอ,07,ซำสมอ,กองดิน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),16/4/2540 0:00:00,19/4/2540 0:00:00,96.00,96.00,2.00,29.00,10.00,,2.00,45.00,,WGS84,47,P,800425,1417730,12.80996396,101.76732291,อนุมัติ
TD261,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดมะค่าไทรงาม,4,หนองเสม็ดแดง,กองดิน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),20/4/2540 0:00:00,22/4/2540 0:00:00,42.00,42.00,7.00,3.00,6.00,100,1.50,15.00,1999-01-01,WGS84,47,P,802650,1418958,12.82083917,101.78792326,อนุมัติ
TD262,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านน้ำโจน,4,หนองเสม็ดแดง,กองดิน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบมือโยก,23/4/2540 0:00:00,26/4/2540 0:00:00,60.00,60.00,1.50,37.00,8.00,,,21.00,,WGS84,47,P,803229,1418722,12.81865105,101.79322887,อนุมัติ
TD263,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านกองดิน,1,สี่แยกกองดิน,กองดิน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),27/4/2540 0:00:00,30/4/2540 0:00:00,36.00,33.00,7.00,7.00,7.00,150,1.00,21.00,,WGS84,47,P,804810,1413518,12.77149387,101.80726002,อนุมัติ
TD264,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,บ้านทับตอง,6,ทับตอง,ปลวกแดง,ปลวกแดง,ระยอง,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),1/5/2540 0:00:00,3/5/2540 0:00:00,103.50,103.50,1.50,38.00,6.00,,1.00,57.00,,WGS84,47,P,739474,1433361,12.95650982,101.20744861,อนุมัติ
